"fips","year_month","case_rate_100k","avg_temperature_air_2m_f","avg_humidity_relative_2m_pct","avg_wind_speed_10m_mph","avg_particulate_matter_2p5_ugpm3_x10","tot_precipitation_in"
1003,"12/2010",0,45.7064516129032,71.9064516129032,4.81612903225806,NA,0.93
1003,"12/2011",0,54.641935483871,81.558064516129,4.1741935483871,NA,1.98
1003,"12/2012",0,55.5483870967742,81.6967741935484,4.62903225806452,NA,3.38
1003,"12/2013",0,53.5741935483871,82.058064516129,4.89032258064516,NA,3.74
1003,"12/2014",0,54.9838709677419,82.5677419354839,3.50322580645161,NA,3.54
1003,"12/2015",0,61.6645161290323,83.858064516129,4.95483870967742,NA,6.13
1003,"12/2016",0,56.0677419354839,80.2838709677419,2.48387096774194,NA,6.43
1003,"12/2017",1.99974244311007,52.1451612903226,83.9258064516129,4.41935483870968,NA,2.52
1003,"12/2018",0,53.9870967741935,85.1935483870968,3.56451612903226,NA,7.42
1003,"12/2019",0,55.0129032258065,81.258064516129,3.25483870967742,NA,2.56
1031,"01/2010",0,43.2354838709677,67.5709677419355,5.69032258064516,NA,6.24
1031,"01/2011",0,44.2193548387097,74.3161290322581,5.91290322580645,NA,3.14
1031,"01/2012",0,53.3161290322581,74.4354838709677,5.68387096774194,NA,3.33
1031,"01/2013",0,55.8096774193548,78.741935483871,5.98709677419355,NA,1.59
1031,"01/2014",0,41.4451612903226,68.8225806451613,5.59354838709677,NA,2.14
1031,"01/2015",0,48.0161290322581,71.7258064516129,5.40322580645161,NA,2.08
1031,"02/2010",0,43.4214285714286,67.45,5.36071428571429,NA,4.12
1031,"02/2011",0,52.3785714285714,76.0214285714286,6.31071428571429,NA,2.79
1031,"02/2012",0,54.8344827586207,79.5965517241379,5.90344827586207,NA,2.96
1031,"02/2013",0,52.3285714285714,75.2821428571429,5.45357142857143,NA,9.3
1031,"02/2014",0,52.1821428571429,77.6892857142857,5.63214285714286,NA,3.51
1031,"02/2015",0,46.2571428571429,68.0107142857143,6.55714285714286,NA,2.33
1031,"03/2010",0,53.7903225806452,66.6774193548387,5.42258064516129,NA,3.14
1031,"03/2011",0,60.8483870967742,73.5935483870968,6.48064516129032,NA,4.62
1031,"03/2012",0,65.8451612903226,73.9870967741935,5.67741935483871,NA,3.32
1031,"03/2013",0,53.0064516129032,62.9161290322581,6.7258064516129,NA,1.71
1031,"03/2014",0,55.7258064516129,72.7225806451613,5.29677419354839,NA,4.2
1031,"03/2015",0,62.2225806451613,76.8451612903226,5.14838709677419,NA,1.74
1031,"04/2010",0,66.1533333333333,66.8766666666667,4.64,NA,2.62
1031,"04/2011",0,68.1266666666667,70.5866666666667,6.55333333333333,NA,2.07
1031,"04/2012",0,66.6766666666667,72.4666666666667,5.42,NA,2.09
1031,"04/2013",0,64.94,75.23,5.33666666666667,NA,3.52
1031,"04/2014",0,64.5633333333333,76.59,5.99333333333333,NA,11.07
1031,"04/2015",0,68.92,78.5266666666667,5.01333333333333,NA,5.72
1031,"05/2010",0,75.6741935483871,73.8516129032258,4.28387096774194,NA,4.75
1031,"05/2011",0,72.4258064516129,66.9096774193548,5.17096774193548,NA,0.91
1031,"05/2012",0,74.5225806451613,73.3387096774194,4.13870967741935,NA,3.17
1031,"05/2013",0,70.7387096774194,71.8387096774194,5.12903225806452,NA,0.72
1031,"05/2014",0,71.8225806451613,74.2129032258065,3.83870967741935,NA,4.41
1031,"05/2015",0,73.3193548387097,73.1741935483871,4.44193548387097,NA,4.53
1031,"06/2010",0,81.1366666666667,74.2666666666667,3.35666666666667,NA,4.19
1031,"06/2011",0,81.5333333333333,69.5633333333333,4.74666666666667,NA,8.44
1031,"06/2012",0,77.3666666666667,74.8433333333333,5.23333333333333,NA,7.05
1031,"06/2013",0,78.09,81.9,4.38,NA,6.58
1031,"06/2014",0,78.37,77.2033333333333,3.65666666666667,NA,3.4
1031,"06/2015",0,79.49,76.2833333333333,4.40333333333333,NA,2.71
1031,"07/2010",0,82.6645161290323,73.7451612903226,3.76129032258065,NA,2.39
1031,"07/2011",0,80.1322580645161,81.0354838709677,3.34838709677419,NA,5.88
1031,"07/2012",0,80.6483870967742,78.4548387096774,3.90967741935484,NA,9.54
1031,"07/2013",0,76.9064516129032,87.6838709677419,3.80967741935484,NA,15.16
1031,"07/2014",0,79.0032258064516,75.0806451612903,3.84193548387097,NA,3.22
1031,"07/2015",0,81.6548387096774,76.7354838709677,4.77096774193548,NA,5.93
1031,"08/2010",0,81.6,78.3548387096774,3.29032258064516,NA,2.78
1031,"08/2011",0,81.8193548387097,72.0903225806452,3.86451612903226,NA,1.83
1031,"08/2012",0,77.8548387096774,84.0774193548387,4.02258064516129,NA,6.6
1031,"08/2013",0,77.658064516129,84.9032258064516,3.46129032258065,NA,9.33
1031,"08/2014",0,79.8387096774194,75.3225806451613,3.51290322580645,NA,1.85
1031,"08/2015",0,79.7612903225806,77.3741935483871,4.38709677419355,NA,3.99
1031,"09/2010",0,78.79,66.0133333333333,3.26,NA,1.32
1031,"09/2011",0,73.1266666666667,78.4033333333333,4.44666666666667,NA,5.19
1031,"09/2012",0,74.3533333333333,79.4666666666667,4.06666666666667,NA,7.45
1031,"09/2013",0,76.1566666666667,80.8966666666667,3.63666666666667,NA,3.78
1031,"09/2014",0,76.04,79.5733333333333,3.63666666666667,NA,2.47
1031,"09/2015",0,74.6033333333333,79.2833333333333,4.4,NA,6.46
1031,"10/2010",0,66.4354838709677,66.9741935483871,5.01935483870968,NA,1.25
1031,"10/2011",0,62.4064516129032,67.7258064516129,5.51935483870968,NA,0.08
1031,"10/2012",0,64.7,76.8709677419355,4.6741935483871,NA,1.69
1031,"10/2013",0,66.6516129032258,79.0193548387097,3.78387096774194,NA,0.82
1031,"10/2014",0,66.6903225806452,72.9548387096774,3.97096774193548,NA,2.61
1031,"10/2015",0,66.3290322580645,78.2129032258065,4.98709677419355,NA,1.69
1031,"11/2010",0,57.17,76.46,4.92666666666667,NA,3.83
1031,"11/2011",0,57.6766666666667,74.5033333333333,6.43333333333333,NA,1.76
1031,"11/2012",0,54.68,75.4366666666667,4.35666666666667,NA,0.87
1031,"11/2013",0,55.3266666666667,72.9633333333333,5.85666666666667,NA,1.33
1031,"11/2014",0,50.9866666666667,72.2933333333333,4.85333333333333,NA,1.7
1031,"11/2015",0,61.3733333333333,81.76,4.98,NA,5.36
1031,"12/2010",0,42.8225806451613,70.7516129032258,6.25483870967742,NA,0.54
1031,"12/2011",0,53.058064516129,80.858064516129,5.32903225806452,NA,3.2
1031,"12/2012",0,53.441935483871,80.5709677419355,5.04516129032258,NA,3.8
1031,"12/2013",0,52.6451612903226,82.7032258064516,5.1258064516129,NA,4.57
1031,"12/2014",0,52.8806451612903,79.4290322580645,4.41290322580645,NA,3.77
1031,"12/2015",0,59.2838709677419,83.8387096774194,5.06451612903226,NA,10.25
1039,"01/2010",0,44.7870967741936,64.7806451612903,5.94193548387097,NA,6.24
1039,"01/2011",0,45.7,67.9354838709677,5.24516129032258,NA,3.18
1039,"01/2012",0,55.1709677419355,68.641935483871,4.86129032258065,NA,3.52
1039,"01/2013",0,56.3322580645161,74.2322580645161,5.28387096774194,NA,1.79
1039,"01/2014",0,42.1032258064516,66.4032258064516,5.18709677419355,NA,2.42
1039,"01/2015",0,49.5645161290323,70.5161290322581,5.90645161290323,NA,1.97
1039,"01/2016",0,47.1612903225806,74.3741935483871,6.15806451612903,NA,2.26
1039,"01/2017",0,55.9290322580645,76.3774193548387,4.99677419354839,NA,10.73
1039,"01/2018",0,44.1677419354839,65.4322580645161,4.92903225806452,NA,1.05
1039,"02/2010",0,44.8892857142857,64.7321428571429,5.425,NA,4.16
1039,"02/2011",0,53.4357142857143,69.6535714285714,5.33928571428571,NA,3.05
1039,"02/2012",0,56.851724137931,71.7379310344828,5.05862068965517,NA,3.62
1039,"02/2013",0,53.5785714285714,70.8964285714286,4.91785714285714,NA,7.44
1039,"02/2014",0,52.5642857142857,78.9785714285714,4.87142857142857,NA,3.59
1039,"02/2015",0,47.3321428571429,68.1142857142857,7.09285714285714,NA,1.89
1039,"02/2016",0,53.3758620689655,65.4137931034483,6.82413793103448,NA,3.25
1039,"02/2017",0,59.45,73.3785714285714,4.50357142857143,NA,3.08
1039,"02/2018",0,62.725,79.1,4.62857142857143,NA,4.44
1039,"03/2010",0,54.9677419354839,63.6774193548387,5.51612903225806,NA,4.04
1039,"03/2011",0,62.3161290322581,66.5741935483871,5.66129032258065,NA,5.6
1039,"03/2012",0,67.4161290322581,68.2935483870968,4.83548387096774,NA,4.48
1039,"03/2013",0,53.8096774193548,60.1032258064516,5.91935483870968,NA,1.61
1039,"03/2014",0,56.0806451612903,74.5290322580645,5.63870967741935,NA,4.66
1039,"03/2015",0,63.8548387096774,76.1903225806452,5.81612903225806,NA,1.89
1039,"03/2016",0,62.8161290322581,73.6032258064516,6.96451612903226,NA,4.27
1039,"03/2017",0,61.8258064516129,66.3741935483871,5.33225806451613,NA,2.09
1039,"03/2018",0,58.4161290322581,67.3645161290323,4.64193548387097,NA,3
1039,"04/2010",0,67.16,63.9966666666667,4.55666666666667,NA,3.09
1039,"04/2011",0,69.5366666666667,65.4133333333333,5.64333333333333,NA,3.06
1039,"04/2012",0,68.2766666666667,66.6833333333333,4.32333333333333,NA,1.82
1039,"04/2013",0,65.3633333333333,71.9566666666667,4.54666666666667,NA,3.26
1039,"04/2014",0,65.39,76.75,6.45666666666667,NA,8.17
1039,"04/2015",0,69.9466666666667,79.15,5.51,NA,6.52
1039,"04/2016",0,66.6033333333333,69.63,6.09333333333333,NA,4.83
1039,"04/2017",0,68.9633333333333,70.8333333333333,4.1,NA,1.61
1039,"04/2018",0,63.53,69.0466666666667,4.06,NA,2.11
1039,"05/2010",0,76.5548387096774,70.041935483871,4.15483870967742,NA,6.15
1039,"05/2011",0,73.2,63.1516129032258,4.15806451612903,NA,1.32
1039,"05/2012",0,75.5258064516129,68.9774193548387,3.30322580645161,NA,5.83
1039,"05/2013",0,70.6774193548387,70.2903225806452,4.4258064516129,NA,0.8
1039,"05/2014",0,72.258064516129,74.9451612903226,4.00967741935484,NA,5.92
1039,"05/2015",0,74.1741935483871,73.1193548387097,4.55806451612903,NA,3.58
1039,"05/2016",0,73.0838709677419,70.3741935483871,4.66451612903226,NA,4.71
1039,"05/2017",0,72.4354838709677,73.3451612903226,3.47741935483871,NA,8.32
1039,"05/2018",0,75.2838709677419,72.9677419354839,3.03548387096774,NA,6.61
1039,"06/2010",0,81.8066666666667,71.3266666666667,2.87666666666667,NA,3.48
1039,"06/2011",0,82.5033333333333,63.8666666666667,3.97333333333333,NA,5.9
1039,"06/2012",0,78.4466666666667,70.7433333333333,4.52666666666667,NA,8.76
1039,"06/2013",0,78.49,79.4633333333333,3.44333333333333,NA,13.15
1039,"06/2014",0,79.37,77.1633333333333,3.73,NA,3.42
1039,"06/2015",0,79.9433333333333,76.5266666666667,4.13333333333333,NA,3.22
1039,"06/2016",0,79.7233333333333,74.2266666666667,4.09,NA,4.75
1039,"06/2017",0,76.68,82.2233333333333,3.48333333333333,NA,14.51
1039,"06/2018",0,79.5033333333333,77.5133333333333,2.5,NA,5.51
1039,"07/2010",0,83.4612903225806,69.9903225806452,3.89354838709677,NA,4.37
1039,"07/2011",0,81.3806451612903,74.5741935483871,2.75806451612903,NA,7.33
1039,"07/2012",0,81.4741935483871,72.8451612903226,3.4,NA,10.84
1039,"07/2013",0,77.6935483870968,84.0612903225806,3.30645161290323,NA,9.75
1039,"07/2014",0,80.0225806451613,75.0258064516129,3.95161290322581,NA,3.62
1039,"07/2015",0,82.241935483871,77.7322580645161,4.75161290322581,NA,6.01
1039,"07/2016",0,81.4967741935484,77.8709677419355,4.43548387096774,NA,5.54
1039,"07/2017",0,80.4838709677419,78.3290322580645,2.68387096774194,NA,4.85
1039,"07/2018",0,80.7612903225806,78.1096774193548,2.58387096774194,NA,4.25
1039,"08/2010",0,82.6741935483871,75.3032258064516,3.4741935483871,NA,5.47
1039,"08/2011",0,82.8225806451613,68.3064516129032,2.83225806451613,NA,3.71
1039,"08/2012",0,79.5741935483871,76.6129032258064,3.70967741935484,NA,7.86
1039,"08/2013",0,78.441935483871,81.6032258064516,3.04193548387097,NA,10.47
1039,"08/2014",0,81.241935483871,74.2774193548387,3.7258064516129,NA,2.82
1039,"08/2015",0,80.8322580645161,76.3483870967742,4.43870967741935,NA,3.34
1039,"08/2016",0,80.9354838709677,80.4096774193548,4.28387096774194,NA,2.95
1039,"08/2017",0,79.7645161290323,80.2548387096774,2.73870967741935,NA,6.83
1039,"08/2018",0,79.0870967741936,80.1193548387097,2.39032258064516,NA,7.56
1039,"09/2010",0,79.18,66.0333333333333,2.87,NA,1.95
1039,"09/2011",0,74.19,73.2966666666667,3.71,NA,6.54
1039,"09/2012",0,75.2066666666667,74.55,3.48666666666667,NA,7.48
1039,"09/2013",0,76.8033333333333,78.0733333333333,3.07,NA,4.86
1039,"09/2014",0,77.2133333333333,78.7233333333333,3.74,NA,3.92
1039,"09/2015",0,76.0566666666667,76.8466666666667,4.95666666666667,NA,5.56
1039,"09/2016",0,78.02,77.9966666666667,3.23666666666667,NA,3.39
1039,"09/2017",0,75.7466666666667,76.2733333333333,3.20666666666667,NA,1.49
1039,"09/2018",0,79.0166666666667,80.4033333333333,2.36333333333333,NA,7.11
1039,"10/2010",0,67.1193548387097,63.5741935483871,3.80322580645161,NA,2
1039,"10/2011",0,62.7612903225806,66.3,4.09677419354839,NA,0.06
1039,"10/2012",0,65.3096774193548,71.7741935483871,4.03548387096774,NA,1.18
1039,"10/2013",0,66.1741935483871,81.5451612903226,3.51935483870968,NA,1.26
1039,"10/2014",0,67.8,72.0290322580645,4.21935483870968,NA,2.65
1039,"10/2015",0,67.5483870967742,76.1193548387097,5.78064516129032,NA,2.22
1039,"10/2016",0,69.0451612903226,68.4451612903226,3.37741935483871,NA,0.04
1039,"10/2017",0,68.0612903225806,77.3290322580645,4.15161290322581,NA,6.35
1039,"10/2018",0,70.5967741935484,75.4064516129032,3.36129032258065,NA,2.62
1039,"11/2010",0,58.7033333333333,70.9966666666667,4.21,NA,4.68
1039,"11/2011",0,58.3666666666667,70.8433333333333,4.99666666666667,NA,1.97
1039,"11/2012",0,54.7866666666667,71.68,3.56666666666667,NA,0.9
1039,"11/2013",0,55.5466666666667,71.05,5.42,NA,1.03
1039,"11/2014",0,52.2733333333333,70.7433333333333,5.38,NA,1.62
1039,"11/2015",0,62.6133333333333,79.5533333333333,5.55333333333333,NA,3.29
1039,"11/2016",0,60.4566666666667,65.0766666666667,3.88666666666667,NA,0.63
1039,"11/2017",0,58.67,77.6633333333333,3.07333333333333,NA,0.31
1039,"11/2018",0,54.48,82.7166666666667,2.99,NA,3.71
1039,"12/2010",0,44.2193548387097,65.158064516129,5.49032258064516,NA,0.66
1039,"12/2011",0,54.0967741935484,75.8870967741936,4.31290322580645,NA,3.37
1039,"12/2012",0,53.9677419354839,76.141935483871,4.49032258064516,NA,3.49
1039,"12/2013",0,52.8774193548387,79.4129032258064,4.83870967741935,NA,3.66
1039,"12/2014",0,54.4451612903226,77.9258064516129,4.83225806451613,NA,4.08
1039,"12/2015",0,60.4870967741935,81.5096774193548,5.6741935483871,NA,9.64
1039,"12/2016",0,55.1612903225806,76.4,4.55483870967742,NA,5.1
1039,"12/2017",0,51.2193548387097,81.3129032258065,3.92903225806452,NA,1.06
1039,"12/2018",0,53.1451612903226,78.8064516129032,3.84516129032258,NA,7.72
1045,"01/2010",0,42.6741935483871,69.1193548387097,5.99677419354839,NA,8.3
1045,"01/2011",0,44.2322580645161,71.4451612903226,5.26129032258065,NA,3.15
1045,"01/2012",0,53.5677419354839,69.9741935483871,5.2258064516129,NA,4.2
1045,"01/2013",0,56.1483870967742,76.7516129032258,5.46774193548387,NA,1.43
1045,"01/2014",0,41.941935483871,68.3129032258065,5.24193548387097,NA,2.16
1045,"01/2015",0,47.5258064516129,73.4967741935484,5.94516129032258,NA,2.57
1045,"01/2016",0,46.2354838709677,76.0322580645161,5.78064516129032,NA,4.1
1045,"01/2017",0,55.0677419354839,78.1451612903226,5.70322580645161,NA,11.75
1045,"01/2018",0,44.0806451612903,66.3225806451613,5.58064516129032,NA,0.92
1045,"01/2019",0,49.7870967741936,76.3290322580645,4.74838709677419,NA,4.55
1045,"02/2010",0,43.2178571428571,68.1,5.68571428571429,NA,4.27
1045,"02/2011",0,52.9285714285714,69.1714285714286,5.56071428571429,NA,3.09
1045,"02/2012",0,55.448275862069,75.7827586206897,5.26896551724138,NA,3.7
1045,"02/2013",0,52.3321428571429,72.4678571428571,5.03214285714286,NA,11.36
1045,"02/2014",0,52.25,77.3857142857143,4.93214285714286,NA,4.88
1045,"02/2015",6.66475128165807,46.1392857142857,69.2,7.04285714285714,NA,3.65
1045,"02/2016",0,52.3724137931034,66.8448275862069,6.39310344827586,NA,5.12
1045,"02/2017",0,58.5428571428571,76.0714285714286,5.01785714285714,NA,4.21
1045,"02/2018",0,61.7928571428571,82.7392857142857,5.12857142857143,NA,8.56
1045,"02/2019",0,60.2571428571429,77.5785714285714,5.02142857142857,NA,1.81
1045,"03/2010",0,53.6838709677419,65.2709677419355,5.88387096774194,NA,2.69
1045,"03/2011",0,60.8838709677419,71.4,6.01612903225806,NA,2.74
1045,"03/2012",0,66.1258064516129,71.3838709677419,4.85161290322581,NA,3.4
1045,"03/2013",0,53.2225806451613,59.3516129032258,5.99354838709677,NA,2.04
1045,"03/2014",0,55.5709677419355,71.5451612903226,5.83870967741935,NA,4.53
1045,"03/2016",0,62.1967741935484,74.3645161290323,6.43225806451613,NA,5.2
1045,"03/2017",0,60.6741935483871,66.3741935483871,6.10645161290323,NA,2.16
1045,"03/2018",0,57.5354838709677,66.4709677419355,5.86129032258065,NA,3.25
1045,"03/2019",0,57.9193548387097,67.2129032258065,4.99354838709677,NA,2.39
1045,"04/2010",0,66.0433333333333,64.3833333333333,4.51666666666667,NA,1.86
1045,"04/2011",0,68.5466666666667,67.1866666666667,5.83333333333333,NA,1.86
1045,"04/2012",0,67.0333333333333,68.0433333333333,4.71333333333333,NA,2.55
1045,"04/2013",0,65.1566666666667,73,4.86,NA,4.56
1045,"04/2014",0,64.4233333333333,75.6466666666667,6.66666666666667,NA,13.43
1045,"04/2016",0,65.8366666666667,70.0866666666667,5.7,NA,4.87
1045,"04/2017",0,68.61,69.54,5.34,NA,2.82
1045,"04/2018",0,63.0566666666667,69.79,5.53666666666667,NA,3.62
1045,"04/2019",0,65.8066666666667,72.28,4.35666666666667,NA,2.8
1045,"05/2010",0,75.5677419354839,72.0387096774193,4.41935483870968,NA,4.35
1045,"05/2011",0,73.1645161290323,62.8677419354839,4.75161290322581,NA,0.66
